Years','Stahle et al. (1998)','Mann et al. (2000)','Li et al. (2011) NADA PC1','Li et al. (2013) Tree-rings PC1','Freund et al. (2019) NCT DJF','Freund et al. (2019) NWP DJF','Freund et al. (2019) Nino4 DJF','Freund et al. (2019) Nino3 DJF','Stahle et al. (1993)','Cook et al. (2008) Nino12','Cook et al. (2008) Nino3 ','Cook et al. (2008) Nino34 ','Cook et al. (2008) Nino4','Geay et al. (2013) Nino3','McGregor et al. (2010) ','Tierney et al. (2015) East','Tierney et al. (2015) West','Braganza et al. (2009) Multiproxy R5','Braganza et al. (2009) Multiproxy R8','DArrigo et al. (2005) Nino3','Wilson et al. (2010) Nino34 COACPR','Wilson et al. (2010) Nino34 COAPCR','Wilson et al. (2010) Nino34 TelecPCR TEL','Wilson et al. (2010) Nino34 TelecREGEM TEL','Wilson et al. 2010 Nino34 zscoreCOA','Wilson et al. (2010) Nino34 zscoreTEL','Datwyler et al. (2020) ENSO DJF','Datwyler et al. (2019) FullPeriod PC1','Torbenson et al. (2019) eMEIall','Torbenson et al. (2019) eMEIstable','Zhu et al. (2022) Corals Li13b6','Zhu et al. (2022) Corals','Zhu et al. (2022) Li13b6.','Zhu et al. (2022) Ocn2kCorals Li13b6','Liu et al. (2024) PCR','Liu et al. (2024) DD','Falster et al.(2023)','ERSST Nino34','HadISST Nino34','ISOI','ICPC SOI'
1295,NaN,NaN,-0.453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.46597,-0.86868,NaN,NaN,0.17137,-0.30569,0.45614,0.16825,-1.9345,0.46064,0.71638,NaN,NaN,NaN,NaN
1296,NaN,NaN,-0.943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.80023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.024692,0.083009,NaN,NaN,-1.1312,-0.30569,-1.3321,-1.0627,0.50529,1.3097,0.75865,NaN,NaN,NaN,NaN
1297,NaN,NaN,-0.797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.67426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.33272,0.71315,NaN,NaN,-0.029025,-0.45887,0.14057,-0.021123,0.25899,1.1842,0.97948,NaN,NaN,NaN,NaN
1298,NaN,NaN,2.032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.70187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.98004,0.016733,NaN,NaN,1.9749,0.30705,2.3496,1.8726,0.23567,1.3474,0.89729,NaN,NaN,NaN,NaN
1299,NaN,NaN,-0.194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.17744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.89963,0.31153,NaN,NaN,-0.029025,-0.30569,0.14057,-0.021123,0.022933,1.1482,0.55375,NaN,NaN,NaN,NaN
1300,NaN,NaN,-0.851,NaN,NaN,NaN,NaN,NaN,NaN,0.32934,0.29678,0.2267,0.053938,-0.051233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.14878,-0.50088,NaN,NaN,-0.029025,-0.45887,0.14057,-0.021123,0.8567,1.2328,0.81214,NaN,NaN,NaN,NaN
1301,NaN,NaN,0.578,0.72458,NaN,NaN,NaN,NaN,NaN,0.99929,1.0588,1.014,0.85114,1.5399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.47838,-1.5537,NaN,NaN,1.474,0.46023,1.508,1.3992,-2.1719,-0.0559,1.1235,NaN,NaN,NaN,NaN
1302,NaN,NaN,0.66,0.39213,NaN,NaN,NaN,NaN,NaN,1.2815,1.3155,1.3131,1.2011,0.91274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.0659,-1.5703,NaN,NaN,1.0732,0.30705,1.0873,1.0204,-0.10588,1.3236,1.1425,NaN,NaN,NaN,NaN
1303,NaN,NaN,-0.025003,1.0316,NaN,NaN,NaN,NaN,NaN,0.096673,0.11804,0.097389,0.078684,-0.078619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.40348,-0.7023,NaN,NaN,0.47197,-1.0716,0.98209,0.45231,0.7172,1.7656,0.53102,NaN,NaN,NaN,NaN
1304,NaN,NaN,-1.137,0.13368,NaN,NaN,NaN,NaN,NaN,0.24683,0.30753,0.3484,0.36327,-1.0453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.29136,-1.6003,NaN,NaN,-0.029025,-1.0716,0.56133,-0.021123,0.83866,1.541,1.332,NaN,NaN,NaN,NaN
1305,NaN,NaN,1.216,-0.36223,NaN,NaN,NaN,NaN,NaN,1.5158,1.5036,1.4767,1.3372,0.57864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.77242,0.49776,NaN,NaN,-0.53002,-1.0716,-0.17501,-0.49455,-0.66143,1.3129,1.2643,NaN,NaN,NaN,NaN
1306,NaN,NaN,0.455,1.1995,NaN,NaN,NaN,NaN,NaN,0.91513,0.876,0.86437,0.84053,0.3527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.332,0.77788,NaN,NaN,0.77256,-1.0716,1.4029,0.73636,1.1814,1.9371,1.2879,NaN,NaN,NaN,NaN
1307,NaN,NaN,-1.582,0.66714,NaN,NaN,NaN,NaN,NaN,-0.19375,-0.26228,-0.22715,-0.24126,-0.35247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.57845,-0.008984,NaN,NaN,-0.32962,-0.61206,-0.17501,-0.30518,-0.89829,0.72003,0.054021,NaN,NaN,NaN,NaN
1308,NaN,NaN,-0.749,-1.6512,NaN,NaN,NaN,NaN,NaN,-0.59968,-0.68292,-0.66198,-0.72205,-0.22102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.93896,-1.4305,NaN,NaN,-1.4318,-0.76524,-1.4373,-1.3467,-0.19078,0.87182,0.47806,NaN,NaN,NaN,NaN
1309,NaN,NaN,0.261,0.030965,NaN,NaN,NaN,NaN,NaN,0.4399,0.51584,0.41813,-0.027373,1.0154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.042,0.58526,NaN,NaN,0.67237,-0.76524,1.1925,0.64168,0.29714,1.1561,0.89243,NaN,NaN,NaN,NaN
1310,NaN,NaN,0.775,0.43631,NaN,NaN,NaN,NaN,NaN,0.70227,0.63679,0.59434,0.4658,0.41295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.8566,-0.1481,NaN,NaN,0.47197,-0.91843,0.98209,0.45231,-0.61129,1.8946,0.83375,NaN,NaN,NaN,NaN
1311,NaN,NaN,0.169,0.0033526,NaN,NaN,NaN,NaN,NaN,0.80623,0.77521,0.68055,0.52236,0.57316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3369,-1.0085,NaN,NaN,-0.029025,0.00068007,-0.069816,-0.021123,0.0012352,1.6315,0.49003,NaN,NaN,NaN,NaN
1312,NaN,NaN,-0.596,0.069621,NaN,NaN,NaN,NaN,NaN,-0.2614,-0.29991,-0.29307,-0.34555,0.79087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.84908,0.36503,NaN,NaN,0.47197,0.46023,0.35095,0.45231,1.3384,1.7804,0.75655,NaN,NaN,NaN,NaN
1313,NaN,NaN,1.273,0.7809,NaN,NaN,NaN,NaN,NaN,2.1082,2.1702,2.2386,2.2705,1.9151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.2587,1.3992,NaN,NaN,1.7746,-0.30569,2.3496,1.6832,0.13199,1.9531,1.3642,NaN,NaN,NaN,NaN
1314,NaN,NaN,1.926,1.9439,NaN,NaN,NaN,NaN,NaN,1.6379,1.5963,1.6187,1.6254,1.7946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.0651,1.0547,NaN,NaN,1.474,0.00068007,1.8236,1.3992,-0.21515,1.8063,1.1233,NaN,NaN,NaN,NaN
1315,NaN,NaN,-0.892,-0.57981,NaN,NaN,NaN,NaN,NaN,-1.527,-1.7285,-1.7434,-1.8604,-0.55924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4397,-0.66571,NaN,NaN,-0.73042,-0.1525,-0.80615,-0.68392,-0.8652,1.1039,1.7915,NaN,NaN,NaN,NaN
1316,NaN,NaN,-2.962,-1.7053,NaN,NaN,NaN,NaN,NaN,-2.3752,-2.2123,-2.1465,-2.1609,-2.5296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3401,0.92769,NaN,NaN,-2.534,-0.61206,-2.91,-2.3883,-0.45174,1.0712,0.82453,NaN,NaN,NaN,NaN
1317,NaN,NaN,0.053997,-1.5882,NaN,NaN,NaN,NaN,NaN,0.23528,0.25781,0.28628,0.2961,0.5581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1941,1.3481,NaN,NaN,-1.031,-0.30569,-1.1217,-0.96798,1.7131,2.1434,1.5568,NaN,NaN,NaN,NaN
1318,NaN,NaN,1.085,-0.59969,NaN,NaN,NaN,NaN,NaN,0.50755,0.42042,0.30657,0.31024,0.57727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1731,0.55074,NaN,NaN,-0.83062,-0.61206,-0.80615,-0.77861,-0.9125,0.90781,0.3089,NaN,NaN,NaN,NaN
1319,NaN,NaN,-0.127,0.48601,NaN,NaN,NaN,NaN,NaN,-0.2284,-0.40205,-0.45915,-0.57711,0.78129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0024231,0.23161,NaN,NaN,0.27157,-0.30569,0.45614,0.26293,1.099,1.2587,0.37771,NaN,NaN,NaN,NaN
1320,NaN,NaN,-0.122,-0.097155,NaN,NaN,NaN,NaN,NaN,-0.096391,-0.072791,-0.062345,-0.17585,0.58822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0932,0.37659,NaN,NaN,1.1734,-0.30569,1.508,1.1151,-1.2082,0.33113,0.56716,NaN,NaN,NaN,NaN
1321,NaN,NaN,1.243,1.1001,NaN,NaN,NaN,NaN,NaN,0.71052,0.76042,0.75281,0.69382,1.5809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.90115,0.74698,NaN,NaN,0.97296,0.15386,1.0873,0.92573,-0.18216,0.79746,0.54177,NaN,NaN,NaN,NaN
1322,NaN,NaN,0.128,-0.17005,NaN,NaN,NaN,NaN,NaN,-0.35216,-0.4894,-0.54155,-0.66195,0.49922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5512,0.93062,NaN,NaN,-0.22942,-0.91843,0.14057,-0.21049,-0.64992,0.32133,0.034129,NaN,NaN,NaN,NaN
1323,NaN,NaN,-0.671,-0.56545,NaN,NaN,NaN,NaN,NaN,-0.07989,-0.14939,-0.22842,-0.41272,-0.39766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.23688,0.069719,NaN,NaN,-1.3316,-1.6844,-0.91134,-1.252,1.012,0.39568,0.14183,NaN,NaN,NaN,NaN
1324,NaN,NaN,-1.505,-0.90674,NaN,NaN,NaN,NaN,NaN,-0.75479,-0.94363,-0.99793,-1.0208,-0.98645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1231,-0.51952,NaN,NaN,-2.1332,-1.8375,-1.7529,-2.0095,-0.21144,0.35233,0.48111,NaN,NaN,NaN,NaN
1325,NaN,NaN,0.718,-1.3507,NaN,NaN,NaN,NaN,NaN,0.85573,0.92572,0.87958,0.75922,0.25686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15257,-0.6431,NaN,NaN,-0.42982,-0.1525,-0.59577,-0.39987,-0.93751,-0.12026,0.86365,NaN,NaN,NaN,NaN
1326,NaN,NaN,1.128,0.12816,NaN,NaN,NaN,NaN,NaN,0.51746,0.27931,0.1443,-0.057423,1.4632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.89251,-0.45928,NaN,NaN,0.87276,1.3793,0.45614,0.83105,0.53404,0.74113,0.7325,NaN,NaN,NaN,NaN
1327,NaN,NaN,0.277,0.60198,NaN,NaN,NaN,NaN,NaN,-0.19375,-0.21121,-0.15109,-0.092775,-0.051233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.52801,0.099406,NaN,NaN,1.1734,0.46023,1.0873,1.1151,0.85778,0.78698,0.20154,NaN,NaN,NaN,NaN
1328,NaN,NaN,-1.317,0.56664,NaN,NaN,NaN,NaN,NaN,-0.39176,-0.29185,-0.26138,-0.19883,0.23905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3151,-0.11548,NaN,NaN,0.87276,1.3793,0.35095,0.83105,-0.83342,-0.47232,0.21172,NaN,NaN,NaN,NaN
1329,NaN,NaN,-1.08,0.50699,NaN,NaN,NaN,NaN,NaN,-0.56338,-0.62782,-0.68353,-0.84579,0.45403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1008,-0.048508,NaN,NaN,1.474,1.8389,0.98209,1.3992,-0.030074,0.11189,0.53482,NaN,NaN,NaN,NaN
1330,NaN,NaN,0.818,0.98081,NaN,NaN,NaN,NaN,NaN,0.67752,0.75102,0.7097,0.58599,1.9205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.98868,0.88023,NaN,NaN,1.474,1.8389,0.8769,1.3992,-0.0016932,0.40789,1.7146,NaN,NaN,NaN,NaN
1331,NaN,NaN,0.345,0.14914,NaN,NaN,NaN,NaN,NaN,1.265,1.1421,1.1357,1.1304,1.3714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.16407,1.3583,NaN,NaN,0.97296,0.7666,0.77171,0.92573,0.32815,0.86221,1.5288,NaN,NaN,NaN,NaN
1332,NaN,NaN,0.476,0.16129,NaN,NaN,NaN,NaN,NaN,1.3013,1.1166,1.0659,0.84584,1.2783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.96154,0.051252,NaN,NaN,0.47197,-0.1525,0.66652,0.45231,1.133,0.93682,1.0349,NaN,NaN,NaN,NaN
1333,NaN,NaN,1.1,0.34685,NaN,NaN,NaN,NaN,NaN,1.3128,1.2375,1.2954,1.1622,1.4344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.17105,-0.9139,NaN,NaN,0.67237,0.30705,0.66652,0.64168,-1.0515,0.14542,1.2675,NaN,NaN,NaN,NaN
1334,NaN,NaN,0.37,0.02986,NaN,NaN,NaN,NaN,NaN,0.62306,0.622,0.61589,0.44282,0.47183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1289,0.68191,NaN,NaN,0.27157,-0.1525,0.45614,0.26293,-0.53686,0.62126,1.5653,NaN,NaN,NaN,NaN
1335,NaN,NaN,-1.636,0.087293,NaN,NaN,NaN,NaN,NaN,-0.75149,-0.80118,-0.81665,-1.0049,0.15005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.40783,0.76442,NaN,NaN,0.071173,0.30705,-0.069816,0.073563,0.8008,0.90978,1.791,NaN,NaN,NaN,NaN
1336,NaN,NaN,-0.388,-1.8853,NaN,NaN,NaN,NaN,NaN,-0.099691,-0.029786,-0.085164,-0.3756,0.1747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8262,0.2632,NaN,NaN,-1.031,0.7666,-1.6477,-0.96798,0.17906,0.55797,0.4349,NaN,NaN,NaN,NaN
1337,NaN,NaN,1.468,0.39213,NaN,NaN,NaN,NaN,NaN,0.97289,1.0628,1.052,0.96073,1.5741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.73766,-0.43374,NaN,NaN,1.3738,1.073,1.0873,1.3045,1.0206,0.49106,0.61436,NaN,NaN,NaN,NaN
1338,NaN,NaN,-1.278,-0.1082,NaN,NaN,NaN,NaN,NaN,-2.2383,-2.352,-2.4229,-2.4031,-1.1028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1624,-0.5423,NaN,NaN,0.67237,0.7666,0.35095,0.64168,-1.4307,-0.53593,0.9145,NaN,NaN,NaN,NaN
1339,NaN,NaN,0.332,0.077353,NaN,NaN,NaN,NaN,NaN,0.037269,0.34919,0.36488,0.21126,-0.8728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.13393,-0.00018165,NaN,NaN,-0.73042,-1.2248,-0.38539,-0.68392,-0.26918,0.23629,0.48658,NaN,NaN,NaN,NaN
1340,NaN,NaN,-0.346,-0.64166,NaN,NaN,NaN,NaN,NaN,0.56366,0.50643,0.45996,0.47463,-0.70164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.45999,-0.70868,NaN,NaN,-1.7324,-1.8375,-1.2269,-1.6308,0.96823,0.67984,0.53808,NaN,NaN,NaN,NaN
1341,NaN,NaN,0.231,0.087293,NaN,NaN,NaN,NaN,NaN,-0.33896,-0.39398,-0.38815,-0.266,-1.0029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.10346,-1.0173,NaN,NaN,0.37177,-1.8375,1.2977,0.35762,-1.4364,-0.054022,0.25058,NaN,NaN,NaN,NaN
1342,NaN,NaN,-0.266,1.0935,NaN,NaN,NaN,NaN,NaN,-0.2185,-0.17896,-0.12573,-0.11045,-1.4246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.73201,0.25422,NaN,NaN,0.47197,-1.5312,1.1925,0.45231,-0.58341,0.26802,0.0911,NaN,NaN,NaN,NaN
1343,NaN,NaN,0.124,-0.060707,NaN,NaN,NaN,NaN,NaN,0.022418,0.010531,-0.023045,-0.13697,-0.58799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.23079,0.041932,NaN,NaN,-0.93081,-0.91843,-0.70096,-0.87329,0.48107,0.78125,0.6474,NaN,NaN,NaN,NaN
1344,NaN,NaN,0.022997,-0.69468,NaN,NaN,NaN,NaN,NaN,0.42505,0.37741,0.33319,0.21479,-0.12791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.18426,-0.44323,NaN,NaN,-0.63022,-0.76524,-0.49058,-0.58924,1.0912,1.2005,1.4322,NaN,NaN,NaN,NaN
1345,NaN,NaN,0.507,0.31813,NaN,NaN,NaN,NaN,NaN,0.47125,0.52255,0.51194,0.43044,-0.13476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.47638,-0.75718,NaN,NaN,0.071173,-0.45887,0.35095,0.073563,-1.4689,-0.047596,0.12548,NaN,NaN,NaN,NaN
1346,NaN,NaN,0.996,0.78422,NaN,NaN,NaN,NaN,NaN,0.31284,0.31828,0.29896,0.14762,1.4071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0037526,1.3091,NaN,NaN,0.97296,0.15386,1.1925,0.92573,1.3341,0.81573,-0.17932,NaN,NaN,NaN,NaN
1347,NaN,NaN,-1.225,1.1664,NaN,NaN,NaN,NaN,NaN,-2.2036,-2.2539,-2.2859,-2.3306,-0.94537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.82194,-0.84486,NaN,NaN,0.37177,-0.45887,0.56133,0.35762,0.65535,0.25648,0.69116,NaN,NaN,NaN,NaN
1348,NaN,NaN,-0.374,0.17896,NaN,NaN,NaN,NaN,NaN,-0.38351,-0.19105,-0.20813,-0.32433,0.1213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0342,-0.77375,NaN,NaN,-0.029025,0.00068007,-0.069816,-0.021123,-0.085405,0.88868,0.35968,NaN,NaN,NaN,NaN
1349,NaN,NaN,0.876,0.059681,NaN,NaN,NaN,NaN,NaN,-0.060088,-0.032474,-0.16757,-0.21121,1.1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.91312,-0.43719,NaN,NaN,-0.12922,0.7666,-0.59577,-0.11581,-1.7016,-0.87326,0.53015,NaN,NaN,NaN,NaN
1350,NaN,NaN,-0.844,-0.3313,NaN,NaN,NaN,NaN,NaN,-0.41156,-0.36173,-0.38308,-0.47635,-0.69343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.36216,0.05712,NaN,NaN,-0.93081,-0.30569,-1.0165,-0.87329,1.0083,0.46938,0.54953,NaN,NaN,NaN,NaN
1351,NaN,NaN,-0.248,0.60087,NaN,NaN,NaN,NaN,NaN,-0.59308,-0.60497,-0.62902,-0.69907,-0.14571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.075766,0.15239,NaN,NaN,0.17137,-0.1525,0.24576,0.16825,-0.037675,0.11484,0.94123,NaN,NaN,NaN,NaN
1352,NaN,NaN,-1.022,0.35789,NaN,NaN,NaN,NaN,NaN,-0.41156,-0.36845,-0.39956,-0.44277,-0.77011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.26998,0.60839,NaN,NaN,-0.12922,-1.2248,0.35095,-0.11581,-0.74342,-0.007716,1.1832,NaN,NaN,NaN,NaN
1353,NaN,NaN,1.391,0.25186,NaN,NaN,NaN,NaN,NaN,0.64781,0.73355,0.65519,0.37565,0.28561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.08751,1.0059,NaN,NaN,-0.12922,-1.8375,0.66652,-0.11581,0.33254,0.70522,0.68524,NaN,NaN,NaN,NaN
1354,NaN,NaN,0.807,0.73231,NaN,NaN,NaN,NaN,NaN,0.61316,0.63141,0.58547,0.44458,0.64299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.33527,1.1899,NaN,NaN,-0.029025,-1.8375,0.77171,-0.021123,0.43441,0.23543,0.57424,NaN,NaN,NaN,NaN
1355,NaN,NaN,-1.734,-0.20098,NaN,NaN,NaN,NaN,NaN,-1.4693,-1.4153,-1.3554,-1.2576,-1.0864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.79579,0.57611,NaN,NaN,-0.93081,-1.5312,-0.49058,-0.87329,1.51,1.228,0.53694,NaN,NaN,NaN,NaN
1356,NaN,NaN,0.77,0.26511,NaN,NaN,NaN,NaN,NaN,1.1594,1.4243,1.4957,1.4415,1.8836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.29524,-0.18589,NaN,NaN,0.57217,-0.30569,0.8769,0.54699,-1.1821,-0.11398,0.53656,NaN,NaN,NaN,NaN
1357,NaN,NaN,0.7,0.88583,NaN,NaN,NaN,NaN,NaN,0.26169,0.10864,0.0035769,0.02212,0.67996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.43841,0.017768,NaN,NaN,0.67237,-0.76524,1.0873,0.64168,-0.51779,0.43299,0.51876,NaN,NaN,NaN,NaN
1358,NaN,NaN,0.248,0.90792,NaN,NaN,NaN,NaN,NaN,0.63791,0.58841,0.51954,0.18474,0.88399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.37825,-0.53643,NaN,NaN,0.87276,-0.91843,1.508,0.83105,-0.1799,0.27678,0.94971,NaN,NaN,NaN,NaN
1359,NaN,NaN,1.442,0.4109,NaN,NaN,NaN,NaN,NaN,0.95309,0.97276,1.0203,0.97664,0.80183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.46722,0.51726,NaN,NaN,-0.32962,-1.2248,0.14057,-0.30518,0.68145,0.72962,0.81477,NaN,NaN,NaN,NaN
1360,NaN,NaN,-1.78,-0.61957,NaN,NaN,NaN,NaN,NaN,-1.296,-1.3912,-1.4784,-1.7349,-1.6588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.22733,-0.26408,NaN,NaN,-1.4318,-1.6844,-1.0165,-1.3467,0.16641,0.15339,1.0884,NaN,NaN,NaN,NaN
1361,NaN,NaN,-0.582,0.88804,NaN,NaN,NaN,NaN,NaN,-0.12939,-0.053976,-0.081361,-0.30312,-0.36891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.59341,-1.1417,NaN,NaN,0.37177,-1.2248,0.98209,0.35762,-1.753,-0.72177,0.60091,NaN,NaN,NaN,NaN
1362,NaN,NaN,0.17,0.61192,NaN,NaN,NaN,NaN,NaN,-0.30761,-0.32007,-0.37801,-0.45867,-0.97139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.084437,0.1536,NaN,NaN,-0.93081,-2.2971,-0.069816,-0.87329,1.4745,1.4533,0.80184,NaN,NaN,NaN,NaN
1363,NaN,NaN,-0.128,-0.093841,NaN,NaN,NaN,NaN,NaN,-1.4264,-1.3132,-1.2984,-1.1905,-0.78928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.79657,-0.31845,NaN,NaN,-0.12922,-1.0716,0.35095,-0.11581,0.16916,0.92886,0.64913,NaN,NaN,NaN,NaN
1364,NaN,NaN,-0.281,1.1708,NaN,NaN,NaN,NaN,NaN,-0.81254,-0.68158,-0.71269,-0.84048,-1.4684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9814,1.2829,NaN,NaN,-0.42982,-1.5312,0.14057,-0.39987,1.0288,1.2101,1.1387,NaN,NaN,NaN,NaN
