Years','Stahle et al. (1998)','Mann et al. (2000)','Li et al. (2011) NADA PC1','Li et al. (2013) Tree-rings PC1','Freund et al. (2019) NCT DJF','Freund et al. (2019) NWP DJF','Freund et al. (2019) Nino4 DJF','Freund et al. (2019) Nino3 DJF','Stahle et al. (1993)','Cook et al. (2008) Nino12','Cook et al. (2008) Nino3 ','Cook et al. (2008) Nino34 ','Cook et al. (2008) Nino4','Geay et al. (2013) Nino3','McGregor et al. (2010) ','Tierney et al. (2015) East','Tierney et al. (2015) West','Braganza et al. (2009) Multiproxy R5','Braganza et al. (2009) Multiproxy R8','DArrigo et al. (2005) Nino3','Wilson et al. (2010) Nino34 COACPR','Wilson et al. (2010) Nino34 COAPCR','Wilson et al. (2010) Nino34 TelecPCR TEL','Wilson et al. (2010) Nino34 TelecREGEM TEL','Wilson et al. 2010 Nino34 zscoreCOA','Wilson et al. (2010) Nino34 zscoreTEL','Datwyler et al. (2020) ENSO DJF','Datwyler et al. (2019) FullPeriod PC1','Torbenson et al. (2019) eMEIall','Torbenson et al. (2019) eMEIstable','Zhu et al. (2022) Corals Li13b6','Zhu et al. (2022) Corals','Zhu et al. (2022) Li13b6.','Zhu et al. (2022) Ocn2kCorals Li13b6','Liu et al. (2024) PCR','Liu et al. (2024) DD','Falster et al.(2023)','ERSST Nino34','HadISST Nino34','ISOI','ICPC SOI'
1875,0.43648,0.23709,-0.15,-0.91557,-0.38168,-0.097022,-0.27929,-0.34903,-0.11514,0.40525,0.44998,0.45235,0.41277,-0.93168,0.22899,0.1676,0.041636,-0.43006,-0.25959,0.4863,-1.7002,0.27468,-0.91916,-0.85735,0.34889,-1.102,-0.29003,-0.20471,-0.52721,-0.057452,-0.22942,0.15386,-0.38539,-0.39987,-0.34599,0.52096,1.0929,-0.69929,-0.7546,-0.62357,NaN
1876,-0.32565,-0.28339,0.098997,0.19885,-0.45812,0.72832,-0.48477,0.22745,0.57775,0.20063,0.32097,0.42573,0.63725,-0.35658,-0.45002,0.12902,-0.27726,-0.89243,-0.72711,-0.83929,-1.2089,0.92339,-0.14444,-0.092204,0.98171,-0.12493,-0.12861,-0.071291,-0.47344,0.46445,0.57217,0.15386,0.56133,0.54699,-0.63822,-0.36299,1.8071,-0.58095,-0.9984,-0.54357,NaN
1877,1.7425,1.8497,0.544,-0.21533,0.93064,-0.55554,0.13166,0.75589,0.014781,0.99764,0.88944,0.85423,0.67791,0.74843,1.161,0.21217,0.27973,0.66502,0.81645,0.48013,2.5581,1.7052,1.2235,1.0427,1.7664,1.3842,1.1939,2.1136,0.81342,0.79625,0.47197,1.3793,-0.069816,0.54699,0.58617,0.12573,2.288,0.68681,0.43571,1.0255,NaN
1878,-0.052344,1.5809,1.775,3.0506,0.679,1.3178,1.1591,0.85197,-0.093483,0.52241,0.46477,0.47898,0.52589,3.8279,1.177,0.65196,1.5217,1.679,1.5585,0.71684,2.0449,1.1476,1.1109,0.78804,1.2578,1.1445,1.4527,0.72489,-0.12397,0.32866,2.8767,0.7666,2.8755,2.8194,1.8986,0.65952,1.0807,2.6487,2.7431,1.7193,NaN
1879,-1.1929,-0.7417,-1.302,-0.56435,-0.39761,0.086386,-0.17656,-0.32501,-0.54819,-0.08649,-0.11983,-0.12193,-0.23772,-0.19364,-0.93002,0.0076057,-0.0062326,-1.7036,-1.5582,-0.26706,-1.3921,-1.4025,-1.4577,-1.133,-1.2342,-1.5311,-1.1556,-1.125,-0.73175,-0.3798,-2.4338,0.15386,-2.8048,-2.0095,-1.3062,-0.14203,-0.342,-0.64545,-0.48585,-1.5864,NaN
1880,-1.4783,-2.0655,-1.643,-1.713,-0.14597,-0.92891,-0.65601,-0.27697,-1.6958,-2.0831,-2.0806,-1.9944,-1.8639,-1.222,-1.824,-2.2835,-0.12907,-1.1601,-0.72711,-2.276,-0.94974,-1.2646,-1.0417,-0.82326,-1.1477,-1.1115,-1.1446,-0.81828,-1.8538,-2.1026,-2.033,-0.45887,-2.0684,-2.483,-0.4163,-0.11722,-0.57564,-1.1195,-0.949,-0.3764,NaN
1881,0.18065,0.97927,0.19,-0.86587,0.18848,-0.60795,0.2344,-0.25295,1.3573,0.51085,0.7658,0.82634,0.92361,0.49237,0.38599,-1.3749,0.01176,0.048528,0.15598,-0.1909,0.14269,-0.042006,-0.15919,-0.19595,0.14958,-0.21645,-0.076431,-0.15138,-0.29929,0.093687,-0.73042,0.46023,-1.0165,-1.0627,-0.37916,-0.38813,-0.59184,0.30437,0.31425,0.68904,NaN
1882,0.28121,-0.99929,0.458,-0.27056,-1.1939,-0.23458,-0.75875,-1.0937,0.72932,0.94154,0.876,0.79718,0.73978,-0.38808,0.27099,-1.1177,-0.40281,-0.27594,-0.25959,0.75183,-0.86828,-0.71906,-1.4516,-1.1991,-0.52667,-1.5799,-0.10745,-0.43391,0.37629,0.26844,-0.029025,0.15386,-0.17501,-0.68392,-0.6294,-0.25492,-0.045279,0.056133,-0.44417,0.14663,NaN
1883,-1.3362,-0.72613,-0.57,-0.4285,-1.7959,-0.71275,-1.3752,-1.7182,0.014781,0.32604,0.24168,0.23938,0.29257,-0.49488,-0.78202,-2.0049,0.11416,-0.55985,-0.22248,-0.67874,-0.5879,-0.54743,0.20116,0.077196,-0.37189,0.16346,0.22237,0.19278,-0.091241,0.40541,-0.42982,0.00068007,-0.49058,-1.1574,0.67025,0.59496,0.72046,-0.27345,-0.56839,-0.1773,-0.058705
1884,0.18682,0.0042059,0.84,-0.14354,0.68219,0.85932,0.88508,0.77991,0.64271,0.79138,0.82628,0.9772,1.1569,0.18976,0.31199,-1.4339,0.82535,0.446,0.52703,0.27223,0.43022,0.41132,1.1847,0.98186,0.53857,1.3648,0.42379,1.3279,0.23135,0.26608,0.67237,0.30705,0.66652,0.45231,0.41721,-0.32858,1.4524,0.19283,-0.04136,1.3871,1.6473
1885,1.4279,1.2801,1.691,0.49595,0.81915,1.5209,1.3645,1.0201,1.0541,1.524,1.5426,1.5426,1.415,0.69092,1.669,-0.1767,1.9301,0.69746,1.0391,1.991,0.88759,1.1193,1.8598,1.3695,1.2112,1.9214,0.86396,1.8088,0.9081,1.0052,1.7746,1.5325,1.2977,1.3992,1.3478,0.66917,1.5002,0.50307,0.33451,1.1938,1.3629
1886,0.1897,-0.060203,-0.657,1.395,0.60256,2.2611,1.707,0.94805,-0.89464,-0.20035,-0.2475,-0.20053,-0.096311,0.41706,0.015985,-0.39554,1.6142,-0.097482,-0.23732,-0.16826,-1.1819,0.043041,-0.63122,-0.52107,0.11304,-0.70574,0.46988,0.14048,-0.40799,-0.06926,1.1734,1.073,0.8769,0.92573,-1.6336,-0.31957,-0.14452,0.51747,0.45473,-0.061791,0.0044795
1887,-1.7491,-2.6581,-2.015,-0.70462,-2.3279,-0.11667,-1.2724,-2.1025,-2.3454,-1.7878,-1.7621,-1.7738,-1.8745,-1.6697,-1.748,-1.333,0.10507,-0.64908,-0.76421,-1.8808,-1.5599,-0.24683,-0.9278,-0.73761,-0.27092,-0.98881,-0.8811,-0.54576,-0.7189,-1.2559,-2.033,-2.4503,-1.4373,-2.1042,-0.65864,0.4407,-0.24244,-2.0229,-1.0905,-1.2844,-1.2908
1888,0.38013,1.5118,0.906,0.40538,0.51337,0.25014,0.40563,0.51569,1.812,1.7022,1.9027,1.9115,1.8746,0.87714,1.233,-0.69241,0.67203,1.679,1.4027,0.6098,1.7262,1.5483,0.51278,0.25312,1.5388,0.47621,0.67384,1.6495,0.81576,0.82695,0.27157,-1.2248,0.8769,0.26293,0.49016,1.0808,-0.059171,0.47116,0.40822,0.099639,0.19403
1889,1.6017,0.40574,0.403,2.3526,1.6346,0.020883,0.85084,1.4765,0.9675,1.6544,1.6581,1.5895,1.4946,3.4254,1.355,1.0731,1.1703,0.75425,0.4825,2.1371,0.48514,0.37761,-0.58109,-0.6084,0.51363,-0.68138,0.63761,0.32102,0.46044,0.664,1.6744,0.00068007,2.034,1.9673,1.3787,0.82491,-0.82817,2.3506,1.9372,1.2666,1.4261
1890,-0.66208,-2.2056,-0.347,-0.38984,-0.58235,-1.9639,-1.5464,-0.85346,-1.6092,-1.697,-1.6693,-1.6242,-1.6094,-1.3438,-1.448,-1.4008,-0.053105,-0.70586,-0.82358,-1.1892,-2.9218,-1.1517,-1.1186,-0.94952,-0.9825,-1.2144,-1.7498,-1.0513,-1.031,-2.0612,-1.8326,-1.9907,-1.5425,-2.0095,-0.38847,0.033,-1.5956,-1.7397,-2.0718,-1.9595,-1.9542
1891,0.1788,0.18264,1.696,-1.0536,1.0963,-0.38523,0.30289,0.92403,0.07974,0.42505,0.72145,0.83141,0.7822,0.32395,-0.019015,-1.1613,-0.04359,-0.21105,-0.35606,0.54394,-0.012844,-0.13242,-0.34745,-0.41249,0.0025568,-0.44596,-0.94514,0.11321,0.74096,-0.051548,-0.73042,-0.45887,-0.70096,-0.49455,0.16591,0.43513,-1.6266,0.18647,-0.44791,-0.3373,-0.31144
1892,-0.30591,-0.72192,0.17,-0.10489,0.5293,0.3615,0.47413,0.53971,-0.050177,0.032319,-0.043225,-0.15109,-0.27661,0.10076,-0.34502,-0.25077,0.08242,-0.53551,0.00014494,0.95149,-1.5659,-0.79083,-1.7432,-1.6023,-0.7227,-1.9615,-1.2798,-1.2933,-0.9363,-1.2996,0.071173,-0.30569,0.24576,-0.21049,-0.14147,-0.91428,-1.9052,-0.10131,-0.24677,0.58429,0.7311
1893,-1.1813,-2.3164,-1.576,-2.1371,-0.85309,-1.1254,-1.1697,-0.94954,-2.1505,-2.2003,-2.2486,-2.1959,-1.9947,-1.6492,-2.235,-1.6363,-0.41455,-1.809,-1.4247,-1.7758,-2.7721,-0.8488,-2.1147,-1.9276,-0.80584,-2.3864,-1.8368,-1.4619,-1.8211,-2.5265,-2.2334,-1.5312,-2.2788,-2.1042,-1.1825,0.22728,-1.5848,-1.1404,-1.2491,-0.63863,NaN
1894,-1.8096,-1.3898,-1.058,-1.0315,-1.4137,-1.6887,-1.7861,-1.55,-0.61315,-0.57163,-0.38726,-0.4059,-0.41979,-1.1672,-1.742,-1.2819,-0.83335,-1.3467,-1.536,-1.1892,-2.0786,-0.8585,-1.8877,-1.798,-0.73342,-2.1695,-0.7363,-0.7539,-1.6002,-1.9408,-1.2314,-1.5312,-0.91134,-1.252,-1.6875,0.57189,-0.69431,-1.125,-1.1096,-0.91127,NaN
1895,0.048216,-0.88135,0.611,-1.0117,-0.73843,0.092937,-0.34779,-0.63728,-0.54819,1.2947,1.3302,1.2396,1.2701,-0.27443,-0.28302,-0.70479,-0.42468,-0.0407,-0.25959,0.55629,-0.091718,-0.02566,-0.39451,-0.41733,0.073223,-0.47848,-0.25791,-0.26995,-0.56111,-0.80843,-0.32962,0.15386,-0.49058,-0.30518,0.50601,1.3974,-0.18428,-0.54473,-0.55814,-0.41048,NaN
1896,0.22528,-0.035932,-0.905,0.3115,-0.091823,1.3964,0.81659,0.17941,0.70767,0.37719,0.28334,0.3129,0.51529,0.57727,-0.38702,-0.063488,0.13924,-0.72208,-0.85326,-0.094159,1.2536,0.95582,0.87368,0.62475,0.94047,0.9059,0.62022,0.62893,-0.96669,-0.71869,0.97296,0.30705,0.98209,0.83105,2.9572,2.5772,-0.5518,0.41386,0.33061,0.22878,-0.75373
1897,1.0501,1.2215,1.236,1.7076,1.0899,1.724,1.6043,1.2843,0.83759,1.6676,1.6971,1.748,1.6978,2.4628,1.397,0.8579,0.62434,0.95704,1.2765,1.1532,0.68383,-0.075718,-0.5098,-0.46257,-0.12302,-0.54162,1.0195,-0.37989,0.33655,0.25191,1.2736,0.15386,1.508,1.3992,-0.21323,0.57759,-0.6557,1.5424,1.5908,1.4549,1.3629
1898,-0.096353,0.45934,1.147,0.22977,-1.3118,-0.50314,-0.99847,-1.2618,-0.2667,-0.0089345,-0.23943,-0.27406,-0.53645,-0.35795,0.15098,-1.2045,-0.35516,0.55145,0.46766,0.20636,-1.07,-1.4331,-1.3594,-1.0745,-1.4705,-1.4539,0.0083236,-1.243,0.6381,-0.12712,-1.031,-1.378,-0.70096,-1.6308,-0.034546,0.96322,-0.29137,-0.27486,-0.47401,-0.74805,-0.72214
1899,-2.0224,-1.765,-1.024,-1.745,-2.589,-1.132,-2.0601,-2.5108,-0.52654,-0.53202,-0.43161,-0.32984,-0.22181,-0.58251,-1.434,-1.5642,-0.64554,-0.81942,-0.70484,-1.4259,0.19461,-0.045326,-0.32795,-0.40302,0.021044,-0.47363,-0.21093,0.10251,-1.0497,-1.178,-1.9328,-2.2971,-1.5425,-1.9148,-1.0667,0.20058,0.26767,-0.74404,-0.75344,-0.9041,-0.81692
1900,-0.13193,0.35701,-0.048003,0.45287,0.8733,0.79382,0.91933,0.92403,0.57775,1.0768,1.1542,1.2193,1.3178,2.523,0.43899,0.57956,0.00085432,-0.16238,0.24504,0.43073,2.0296,0.58678,0.57293,0.40863,0.63538,0.55248,0.64404,0.38729,-0.59968,0.36763,0.37177,0.7666,0.14057,0.92573,-0.16743,0.16402,0.72629,1.4202,1.6025,0.76939,0.88906
1901,0.74227,0.39206,0.474,0.70028,-1.127,0.060185,-0.55327,-0.99758,-0.54819,1.2336,1.2133,1.2371,1.3832,0.58137,1.037,-0.31058,-0.021927,0.35677,0.55671,1.1512,0.036539,-0.52189,-0.40064,-0.22878,-0.49025,-0.37608,0.41792,0.54211,-0.31215,-0.37744,0.071173,-0.1525,0.14057,-0.21049,-0.14703,0.0061328,1.2191,0.46306,0.68144,0.24923,0.3204
1902,-2.0093,-0.23389,-2.025,-1.2624,-0.91998,-0.34593,-0.69025,-0.87748,-1.1545,-0.38021,-0.42355,-0.35773,-0.24479,0.3842,-0.97702,-0.41186,-0.17632,-0.98977,-0.28927,-1.6565,1.5083,0.91368,1.319,0.90147,0.93981,1.3231,0.2668,1.7851,-1.6832,-1.7471,-1.6322,-0.76524,-1.7529,-1.0627,0.4376,0.75277,1.2713,-0.020113,-0.34299,-0.35488,-0.37463
1903,0.97157,0.79793,1.746,1.046,2.141,1.8943,2.2549,2.2692,1.5954,1.5075,1.6017,1.6123,1.4839,2.5792,1.673,0.88598,1.7304,1.1436,1.0836,0.63245,0.60052,1.0713,0.43564,0.1982,1.1148,0.38327,1.2061,0.89058,1.0448,1.6677,1.5742,1.8389,1.0873,2.1566,0.4866,0.41692,1.1611,1.5269,1.3972,0.98248,1.1418
1904,-2.0416,-2.4448,-2.409,-0.32136,-0.69065,0.28945,-0.17656,-0.56522,-1.7391,-1.6789,-1.6895,-1.6255,-1.574,-1.2904,-1.858,-0.37579,0.5087,-1.9388,-1.2466,-1.4959,-0.24107,-0.22896,-0.020233,0.033004,-0.20616,0.043586,-0.10601,0.76355,-2.3973,-1.472,-0.93081,-0.61206,-1.0165,-0.58924,-0.7219,0.4869,1.1456,-1.3242,-0.86432,-1.6155,-1.6699
1905,1.3096,1.4212,1.102,1.0857,0.9593,0.67591,0.88508,0.99609,1.1407,1.9498,2.1446,2.1879,2.0973,1.711,2.417,0.13341,0.70508,2.5794,2.8275,1.3776,2.1425,1.7968,2.0497,1.5679,1.9212,2.1505,1.8693,1.7819,1.4271,2.0703,1.2736,0.7666,1.1925,1.7779,-0.057905,0.087569,1.172,0.91987,0.88315,1.0133,1.2366
1906,2.1331,0.2471,0.763,1.1211,1.3766,1.1475,1.3988,1.4525,0.59941,-0.1954,-0.21793,-0.23476,-0.2059,1.4947,2.092,1.3413,1.1354,1.8655,1.9741,1.4414,0.38499,0.77781,0.38941,0.44735,0.81106,0.54621,1.5821,0.82258,0.60187,0.7868,1.3738,1.6857,0.8769,1.5885,1.1528,0.63756,0.7037,0.84768,1.0626,1.0592,1.2682
1907,0.4447,-0.42336,1.277,-0.01211,-0.22242,0.85277,-0.2108,0.27549,0.68602,-0.2284,-0.13999,-0.17898,-0.32433,-0.58251,0.46099,0.061015,0.32874,-0.28405,0.089196,1.0009,-0.81589,0.38936,0.5771,0.50648,0.50597,0.64471,-0.10812,-0.076641,0.97238,-0.19324,1.2736,0.91979,1.0873,1.1151,0.47983,0.3986,-0.76104,-0.83134,-0.49176,-0.19954,NaN
1908,0.92221,-0.81887,0.441,0.7555,-1.4137,-0.81755,-1.2382,-1.4059,0.79428,0.25674,0.32231,0.31417,0.15823,0.21441,0.30399,-0.23603,0.34742,-0.77886,-0.20022,1.147,-0.83736,-0.74588,-1.9885,-1.5945,-0.51355,-2.0976,0.50101,-0.47292,1.3487,0.092507,0.97296,0.00068007,1.1925,0.26293,0.28667,0.79829,-1.4785,-0.024378,-0.044504,-0.15004,NaN
1909,-0.4696,-0.81328,-0.058003,-1.332,-2.0539,-1.977,-2.2998,-2.1746,-1.6958,-1.0535,-1.0606,-1.0791,-1.1534,-1.7491,-1.138,-1.3367,-0.2088,-1.5981,-0.84584,-0.3144,-1.8975,-1.1098,-1.7694,-1.499,-0.92628,-1.9028,-0.95766,-1.1236,-0.30747,-1.733,-1.2314,-1.6844,-0.80615,-2.0095,-1.4635,-0.45744,-1.569,-1.2862,-0.78513,0.53299,0.57314
1910,-1.9511,-2.3981,-1.815,-0.58423,-1.7927,-1.6298,-1.9574,-1.8863,-1.6525,-1.1937,-1.113,-1.1412,-1.2877,-1.8381,-2.098,-1.6616,-0.026921,-1.4116,-1.2763,-1.1707,-2.0858,-1.6571,-1.0063,-0.8948,-1.4375,-1.1366,-0.43728,-1.1935,-0.66162,-0.97728,-1.7324,-2.1439,-1.2269,-2.1989,-0.96657,0.88745,-1.2154,-1.4234,-0.90585,-0.84419,-0.84851
1911,-0.19589,-1.0563,-0.982,-1.5131,-0.39761,-2.3503,-1.6834,-0.75738,-0.56984,-0.053488,0.0091868,-0.044597,-0.15111,-1.3808,-0.40402,-1.4561,-0.023565,0.19454,0.1263,-0.085925,-0.74736,0.063217,-0.27866,-0.40744,0.26236,-0.39453,0.12842,0.48878,0.56213,0.28379,-1.3316,-0.30569,-1.5425,-1.8202,-0.075923,0.58484,-0.44914,-1.011,-0.59124,-0.67809,-0.59577
1912,0.75831,0.80754,0.784,0.67487,2.0678,-0.22148,0.91933,1.8368,1.6171,1.7848,1.7993,1.6592,1.3673,2.1273,1.949,0.56429,0.75107,2.2225,2.3377,1.7234,0.91574,1.2053,1.2998,0.91073,1.2125,1.3063,1.8141,1.0009,1.2611,1.4091,1.1734,-0.1525,1.4029,1.3045,1.6786,1.2077,0.2259,1.2744,1.2878,1.1805,1.4261
1913,0.07968,-0.50234,-0.186,0.12043,-0.037674,0.3091,0.16591,0.035287,0.62106,1.7121,1.591,1.5363,1.3037,-0.52774,0.90099,-0.11665,0.68499,0.75425,1.3359,1.4681,-0.032689,0.27749,0.65508,0.50922,0.36376,0.71187,1.2767,0.7903,0.86836,1.5886,-0.53002,-1.2248,-0.17501,-0.21049,-0.89942,1.5503,0.77654,-0.44246,-0.12226,0.76329,0.88906
1914,1.3631,0.45311,1.151,2.103,1.4912,2.7327,2.4604,1.8368,-0.56984,0.85573,0.85181,0.86944,0.71503,1.5289,1.821,0.010699,0.74457,2.5713,2.3006,1.1573,1.3272,2.4466,1.6654,1.1799,2.5531,1.7073,1.6301,1.631,1.4948,0.86592,2.1753,0.30705,2.4548,2.346,0.96961,2.6692,0.87468,1.0388,0.91915,0.54734,0.57314
1915,2.2992,1.1684,1.106,1.2834,1.9627,3.093,2.9056,2.3172,0.81594,0.89698,0.99292,1.0926,1.0915,1.9287,2.07,1.4549,1.3169,1.387,1.2691,1.1573,1.1361,1.4314,1.2076,0.86549,1.4698,1.2224,1.2148,0.96894,1.3791,0.86237,1.1734,0.7666,1.0873,1.7779,0.15281,1.5531,-0.42799,1.3393,0.8695,1.1543,NaN
1916,-0.52574,-0.79563,-0.057003,-0.71677,-1.5634,-0.32628,-1.0327,-1.454,0.98916,-0.98746,-0.97186,-0.97638,-1.095,-0.91251,-0.54402,-0.16048,-0.24129,-1.0384,-0.71226,0.04581,-1.7479,-1.2697,-1.6404,-1.2149,-1.0362,-1.6822,-0.83723,-1.1043,0.53875,-0.38099,-1.6322,-0.91843,-1.6477,-1.3467,0.30462,0.22855,-1.8281,-0.70278,-0.29216,-0.33945,-0.21667
1917,-1.0018,-2.0863,-0.905,-3.8281,-1.5124,-2.3438,-2.2313,-1.7422,-1.6525,-0.8538,-0.80521,-0.80524,-0.95361,-2.6693,-1.167,-1.6383,-0.67465,-1.1196,-1.0017,0.1405,-1.013,-2.5536,-1.3271,-1.1839,-2.2323,-1.4994,-2.2989,-1.1452,0.63459,-0.22512,-3.6362,-2.4503,-3.4359,-4.0926,-1.5664,-0.57118,-1.7866,-1.9976,-1.5617,-1.0698,-1.0381
1918,-1.8698,-2.3316,-1.828,-2.2719,-0.85628,-3.5425,-2.6423,-1.3819,-1.6741,-1.4858,-1.4476,-1.5266,-1.5511,-0.91662,-1.69,-2.0714,-0.47376,0.18643,-0.51932,-1.4362,-0.062504,0.2471,-0.16922,-0.33273,0.3234,-0.31767,-1.0979,0.80204,-0.68617,-0.90761,-1.8326,-2.6035,-1.2269,-2.2936,-0.39146,0.78737,0.21964,-0.72339,-0.81533,-1.9218,-1.9542
1919,1.7754,1.7188,0.684,1.7263,1.7556,0.027434,0.88508,1.5966,1.4655,1.9481,2.103,2.0484,1.7897,1.5426,2.35,0.83475,0.5762,2.3117,1.8776,1.9107,1.7352,1.0845,0.59576,0.31457,1.2239,0.53037,1.0381,0.95893,1.7064,1.5933,2.1753,-0.30569,2.7703,1.7779,0.7229,1.022,1.6253,1.4609,1.5722,1.3993,1.6473
1920,1.7113,-0.1454,1.404,2.3338,0.22033,1.4423,0.98782,0.46765,1.184,0.74682,0.59513,0.46883,0.26075,1.2181,1.483,0.90849,0.21425,1.4681,1.2617,1.9457,0.71383,0.10102,-0.85316,-0.58799,0.27877,-0.85721,0.58953,0.44149,1.7006,0.8482,2.2755,-0.1525,2.7703,2.062,0.32429,1.0745,0.7991,0.84197,0.64119,0.47129,0.63632
1921,-0.82557,-1.2489,0.461,0.90571,-1.1398,-1.1254,-1.3067,-1.2138,-1.5875,-0.38021,-0.33754,-0.32096,-0.46044,-0.67152,-0.70602,-0.69297,-0.43487,-0.75453,-0.61579,-0.017999,-0.80966,-1.0705,-0.99296,-0.81252,-0.79774,-1.0887,-0.46276,-0.12514,-0.05267,-0.53449,0.17137,-1.5312,0.77171,-0.49455,0.17569,0.35606,-0.14378,-0.67821,0.03104,-0.92741,-0.91169
1922,-1.7181,-0.45886,-0.819,-0.43954,-1.917,0.19119,-0.86148,-1.6701,-0.50489,-1.636,-1.4301,-1.3035,-1.3283,-0.24567,-1.255,-0.8519,-0.56124,-0.43006,-0.43027,-1.6009,-0.63129,-0.49074,-0.69165,-0.57473,-0.28864,-0.79052,-1.4344,-0.6343,-0.63942,-1.0954,-0.53002,-1.5312,0.035375,-1.0627,-0.32457,0.69019,0.41997,0.14895,-0.35153,-0.82195,-0.75373
1923,-1.3685,-0.62579,-0.129,-0.025364,-0.68746,-0.10357,-0.41628,-0.61326,-0.39662,-0.30431,-0.16821,-0.11813,-0.053888,-1.3397,-0.53102,-0.60876,-0.59889,0.11342,0.23761,-0.18884,-0.098987,-0.26726,0.7311,0.59802,-0.080689,0.77383,0.039677,0.5573,-0.78669,-0.46364,-0.22942,-1.0716,0.14057,-0.96798,-0.83962,0.5921,0.67028,-0.84082,-0.56337,-0.72545,-0.59577
1924,1.3298,-0.28587,0.652,0.40317,0.53248,1.9925,1.5015,0.82795,1.3139,0.25674,0.079069,-0.12953,-0.34024,1.1948,0.56299,0.34267,0.13259,-0.19482,0.27472,0.97619,-0.47806,-0.3896,0.0092853,0.010698,-0.20058,-0.0021972,0.36307,0.3992,0.68719,1.2261,0.47197,-0.30569,0.66652,0.73636,1.5193,0.80593,1.2379,0.66698,0.82742,0.22484,0.25722
1925,-1.6679,-2.4245,-2.262,-1.2789,-0.93909,-1.8853,-1.6834,-1.1657,-2.4103,-2.7168,-2.7686,-2.7778,-2.647,-1.6656,-1.753,-1.1772,-0.15107,-0.032588,0.096617,-2.1011,0.15561,-0.19496,0.75617,0.45387,-0.12631,0.80989,-0.75414,0.81412,-2.0432,-1.6421,-1.8326,-1.9907,-1.4373,-2.1042,-1.8889,0.059087,1.3371,-1.4282,-0.71895,-0.77782,-0.78532
1926,1.3096,1.2668,1.012,1.4127,2.4277,0.26979,1.3988,2.2451,1.0974,1.0356,1.2913,1.27,1.0509,2.1834,1.887,-0.2893,0.52913,1.9386,2.1596,1.7357,1.7086,0.76734,1.0873,0.97154,0.71885,1.3696,1.163,0.98965,1.3055,1.9239,0.87276,-0.76524,1.4029,0.83105,2.4392,0.98261,1.4219,1.3097,1.6757,1.1296,2.058
1927,1.1098,-0.63402,0.771,-0.011006,-0.99961,0.57111,-0.17656,-0.7814,0.79428,-0.041937,-0.16821,-0.20687,-0.21828,-0.35384,-0.14102,-0.72093,-0.25537,-0.92487,-0.89037,0.53159,-0.12546,-0.5459,-0.16644,0.072356,-0.48193,0.013056,0.17185,-0.67175,0.12382,0.52585,-1.3316,-1.2248,-1.2269,-1.5361,-1.3218,-0.017315,0.29419,-0.51454,0.10468,-0.36743,0.13085
1928,0.038345,0.47702,0.217,-0.88796,-0.52501,-0.41799,-0.55327,-0.5412,0.46949,0.04552,0.034721,0.053019,-0.018535,0.67175,0.26699,-0.91161,-0.92189,0.45411,0.60866,-0.042699,0.037924,-0.29434,-0.07036,0.083088,-0.27573,0.075251,-0.53821,-0.85349,0.43005,0.98163,-0.63022,-0.61206,-0.49058,-0.96798,-0.48538,0.018875,-0.052869,0.13352,0.39756,-0.14394,-0.15348
1929,-1.4604,-0.91166,-0.855,-1.417,-0.92635,-0.27388,-0.65601,-0.87748,-1.371,-1.0898,-1.0646,-1.0562,-1.0826,-0.33057,-1.311,-0.91273,-0.9262,-1.152,-0.95715,-1.323,0.21838,-0.13574,0.06331,0.15632,-0.11799,0.20366,-0.47195,0.20831,-0.6663,-1.0564,-1.2314,-1.378,-0.91134,-1.252,0.19203,1.0641,1.0434,-0.37961,-0.026891,-1.6309,-1.6699
1930,0.84756,0.21406,0.157,0.33028,0.65671,1.5995,1.3303,0.87599,-0.5915,0.81118,0.77252,0.76929,0.71857,0.90863,0.72699,0.13562,-0.40227,0.85159,0.68287,0.25576,1.6491,1.2735,1.3348,1.0273,1.2325,1.55,1.0147,1.6857,0.92446,0.94739,0.77256,0.61342,0.66652,1.0204,0.10154,1.5694,2.6487,0.38778,0.55317,-0.87504,-0.81692
1931,1.7051,1.2306,0.014997,2.4431,1.3033,1.4357,1.5358,1.4285,1.3789,1.9547,1.8382,1.786,1.6183,2.0164,2.218,1.1391,0.39062,1.4113,1.3062,2.0712,1.5157,0.86337,1.5184,1.3173,0.83896,1.8625,1.3463,0.75371,1.4212,2.1293,1.7746,0.7666,1.8236,2.062,1.3501,1.1048,1.7502,1.28,1.6102,0.47595,0.57314
1932,0.54382,0.37309,1.325,0.066308,-0.29568,-0.49659,-0.48477,-0.34903,-0.2234,0.35904,0.26453,0.32938,0.50115,-0.4716,0.44699,-0.56596,-0.24924,-0.08937,0.074354,0.37721,0.15815,-0.23253,-0.52734,-0.326,-0.14096,-0.47777,-0.4899,-0.71024,0.63459,0.11022,-0.22942,0.00068007,-0.2802,-0.68392,-0.36335,0.91304,0.04826,-0.62584,-0.25773,-0.20528,NaN
1933,0.010789,-0.67171,0.416,-0.67921,-0.82761,NaN,-0.45053,-0.73336,0.27462,-0.30926,-0.21793,-0.11432,-0.073332,-0.45517,-0.19602,-0.7235,-1.3053,0.17832,0.081775,-0.99984,-1.1482,-1.235,-1.3227,-0.94594,-1.1132,-1.3739,-0.43661,-1.5523,1.0343,1.3418,-0.32962,0.15386,-0.49058,-0.68392,-0.11867,1.3155,-0.51367,-0.5753,-0.19985,0.25533,0.41518
